shared name	BHI_2011_EGDe[RNASeq]	BHI_2014_EGDe[RNASeq]	BHI_Long_2014_EGDe[RNASeq]	BHI_Medium_2014_EGDe[RNASeq]	BHI_Short_2014_EGDe[RNASeq]	High_10_Plantarum_Pediocin_2014[RNASeq]	High_180_Plantarum_Pediocin_2014[RNASeq]	High_60_Plantarum_Pediocin_2014[RNASeq]	High_60_Proteinase_Plantarum_Pediocin_2014[RNASeq]	LB_2014_EGDe[RNASeq]	LB_B12_2014_EGDe[RNASeq]	LB_B12_EA_2014_EGDe[RNASeq]	LB_EA_2014_EGDe[RNASeq]	Lmo0753_Rhamnose_2013_EGDe[RNASeq]	Macrophages_2011_EGDe[RNASeq]	Macrophages_2014_EGDe[RNASeq]	Macrophages_Long_2014_EGDe[RNASeq]	Macrophages_Medium_2014_EGDe[RNASeq]	Macrophages_Short_2014_EGDe[RNASeq]	Mid_180_Plantarum_Pediocin_2014[RNASeq]	Mid_60_Plantarum_Pediocin_2014[RNASeq]	WT_2012_EGDe[RNASeq]
lmo0001	4.247773223	3.714975378	3.440310157	1.242000143	1.464237823	2.316468239	1.788897718	2.272309911	2.095120962	1.742273451	1.783202995	1.435516348	1.583593174	0.841766176	1.737728328	2.218979641	2.057360809	2.075547907	1.951082755	1.704624558	2.107158817	1.614085466
lmo0002	7.075485858	1.824347906	2.956921728	1.718293386	1.395261175	2.067931974	2.022880399	1.916921304	1.804470611	1.527468226	1.527361777	1.467797903	1.424414688	0.91284585	2.202870884	1.542911531	2.655591598	0.838503082	1.038121748	1.592115601	1.7879407	2.255753434
lmo0003	0	-2.210417512	-1.09390582	-0.069410379	0.451639266	-2.500690132	-2.747088276	-2.761034558	-2.652636339	-2.017887326	-1.957479614	-2.677011577	-2.360341935	0.199290734	-4.240179951	-4.12464758	-5.34038473	-1.517430897	-1.356435048	-3.806306876	-2.513763928	-1.217245334
lmo0004	5.858498819	3.16435836	2.361037783	1.884634987	1.017119345	2.605331272	3.428926521	2.477709408	2.51252898	2.143199789	1.918022462	2.132198901	1.978495678	2.088358935	1.763491424	1.72118149	2.828551078	1.789691263	1.831703951	2.742829231	2.50610733	1.607427084
lmo0005	5.117639309	2.824486419	2.20179733	0.679828377	0.864133931	2.101400074	2.674506607	2.036836321	2.009655924	1.489265222	1.319250576	1.347408788	1.294285052	3.390997006	-4.240179951	1.610956339	3.087691568	0.859517766	0.804454638	1.783155293	1.951550306	0.675171042
lmo0006	4.730330283	3.26055275	2.666106925	0.323281605	0.252249338	1.934696847	2.79938443	1.940883945	1.827456443	1.360896013	1.262994379	1.083398603	1.035838847	2.154233972	-4.240179951	2.384004429	2.836159321	1.10944852	1.245748268	1.627009091	1.831239139	2.329985247
lmo0007	3.348563364	3.601147106	3.075104002	0.626418625	0.55871419	2.107881754	3.173301103	2.098003573	1.964686059	1.532209543	1.447882413	1.386051852	1.351577643	1.360467856	1.060910891	3.344320631	3.1367773	1.130473681	1.330953488	1.978758879	1.922160884	3.354022001
lmo0008	3.087812607	0.408992947	0.345239073	-0.018154761	0.192993874	0.537211413	0.076651092	0.756553961	0.542464675	0.50435424	0.460895765	0.289267805	0.370731539	0.661917368	-4.240179951	0.831850781	1.537857808	-0.016443785	0.18698733	-0.774590755	0.48118434	0.575017412
lmo0009	0	0.572941503	1.090059231	-0.107879118	0.010584769	0.699375318	0.073386226	0.933380937	0.882306247	0.91985228	0.65277016	0.766922067	0.803419427	-0.580381744	-4.240179951	0.658231395	1.262339299	0.027762993	-0.133950989	-0.375170874	0.75174551	0.904673257
lmo0010	3.73256183	0.980810648	2.22378548	4.692978592	2.57130209	1.369428324	0.963065563	1.419374032	1.416347955	2.136111786	1.905534296	2.081235706	2.103434581	1.559326941	-0.362445565	0.349811299	1.946539672	1.781384768	0.251591069	-0.15253156	1.33873171	0.022058477
lmo0011	0	0.521587222	2.956291426	0.213669969	-0.100221139	1.220653006	1.006630973	1.271655265	1.364330064	1.543739771	1.346739501	1.591701279	1.604307606	0.843557144	-4.240179951	0.900566808	3.150666646	-0.038521215	-0.030402555	-0.046326508	1.200593896	1.581367107
lmo0012	7.482989684	1.827017093	2.183673523	0.048491487	-0.402783909	1.130104047	1.146126235	1.187713888	1.338188228	1.706051588	1.521425877	1.728980782	1.774634976	-0.063827217	-0.518908306	1.306559168	2.655775839	-0.736265499	-0.582943578	-0.348796681	1.133655253	1.829069859
lmo0013	0	5.818634902	2.848220598	1.181321191	1.031478157	2.602639688	3.706756779	3.07633499	2.990698017	2.442682022	2.278825364	3.233263489	3.004992757	1.622415497	-0.554532216	3.903861888	0.786161881	0.1427191	0.030358072	3.410307397	2.716728295	1.423923109
lmo0014	6.789092812	3.368418584	2.743327745	0.288481093	0.144979973	2.276637478	3.74634325	2.700561861	2.679093526	2.436758192	2.244932587	3.02006129	2.934847459	1.651580522	0.928550671	3.37305458	0.745682811	-0.561825016	-0.263325644	3.047504526	2.599893882	1.881086817
lmo0015	0	3.072097008	2.98198829	-0.092910162	-0.735359249	2.703130496	4.199329763	3.091420629	3.062099613	2.937842707	2.737352618	3.479228509	3.370630626	1.60831055	-4.240179951	3.038311404	1.509969011	-1.111853727	-1.02886039	3.196043049	3.016207857	2.641544853
lmo0016	6.273536319	2.387484045	2.503995737	0.404009146	0.043114554	2.546952207	4.284684479	2.916290996	2.891400469	2.528680402	2.361327686	3.121029593	3.107374046	0.644008659	-4.240179951	3.30398194	1.995661064	-1.896809264	-0.681365631	3.220504655	2.66548507	1.97581449
lmo0017	3.524920365	-4.799206129	-4.235575078	-0.704782372	-0.20300106	-1.88656224	-1.225345431	-1.567316601	-1.459187667	-1.710972347	-1.917324558	-1.538219358	-1.55332206	-0.533666427	-0.57008703	-4.150611915	-3.75295489	-1.001569028	-0.767016572	-3.813303352	-1.623512609	-2.700156162
lmo0018	0	-0.084052574	-0.667410647	-0.958781548	-0.347129354	-1.997244173	-0.67671244	-1.648747475	-1.576276988	-1.417207641	-1.525810227	-1.274097637	-1.315834035	-0.582041932	-4.240179951	-0.972394003	-3.110789877	-0.59953802	-0.434179618	-0.262092271	-1.70807402	-0.349646233
lmo0019	0	-0.635388145	-3.305148513	-0.303504012	-0.544294629	-3.984266151	-1.860194324	-2.624513539	-3.418111205	0.050699759	0.76377187	-0.200134824	0.20264656	-0.648345185	0.874912707	1.292034391	2.118309602	0.942532473	-0.454467131	-1.486249665	-3.056739789	-0.711947175
lmo0020	0	-1.664587707	-1.962838584	-0.591244473	-0.525874311	-1.497581721	-0.09075885	-1.923559657	-1.776390849	-2.121563484	-1.840790962	-2.655752458	-3.223252391	-1.555659291	-4.240179951	-1.943731795	-0.158290301	-0.704985792	-0.738455457	0.314172368	-1.686019237	-2.157958993
lmo0021	0	-3.099871078	-2.758632448	1.660267378	1.993833651	-2.220900885	0.509813378	-2.832288938	-2.512313564	-2.108498836	-1.872098169	-2.287771773	-3.215443468	-1.160197936	1.9068556	-3.061453753	1.045915835	0.770116867	0.252075475	0.917931521	-2.279339504	-2.330128736
lmo0022	0	-4.576740681	-2.555844584	-1.991605395	-1.203075439	-4.187398182	-1.069482755	-4.485525631	-4.472843956	-4.034993989	-3.674111292	-2.287771773	-3.442556334	-0.730430194	-4.240179951	-4.081058311	-0.558651224	-1.28119655	-0.790893077	-0.670983955	-3.789802444	-2.586081711
lmo0023	4.001862995	-4.576740681	-5.080560543	-2.48657401	-1.450951192	-4.187398182	-1.936154963	-4.485525631	-4.472843956	-3.233508482	-4.128437922	-2.287771773	-3.442556334	-0.482300176	-4.240179951	-4.798419348	-2.27601226	-1.261591993	-1.056874766	-1.729634412	-3.789802444	-2.586081711
lmo0024	0	-4.896942395	-4.538033308	-1.812802243	-1.493386458	-4.187398182	-1.560971749	-4.485525631	-4.472843956	-3.233508482	-4.433907594	-2.287771773	-3.442556334	0.233873335	-4.240179951	-4.453070146	-0.733485025	-1.708417514	-1.165399223	-1.895638216	-3.789802444	-2.586081711
lmo0025	0	-2.46720654	-2.569060204	-2.519394188	-1.38690983	-4.187398182	-1.715094351	-4.856290954	-5.359292498	-3.562782781	-2.250809685	-2.287771773	-3.610833725	-0.860332781	-4.240179951	-0.484097042	0.720914906	-0.278470626	-0.304035093	-1.909726937	-3.789802444	-1.650303375
lmo0026	5.326485199	-4.91711908	-4.755938339	0.030693272	0.833029028	-4.187398182	-2.772091792	-5.471463167	-4.472843956	-3.233508482	-3.844457703	-2.287771773	-3.442556334	0.702806941	1.231477804	-2.912171362	-0.951390056	-1.219369519	-0.689817296	-2.838510776	-3.789802444	-2.586081711
lmo0027	0	-3.566787091	-1.865652515	-1.953490023	-1.561619036	-5.160491657	2.800762552	-4.485525631	-4.935356894	0.450893411	0.423618937	-0.74921962	-0.772799698	-0.595039538	-4.240179951	-3.07019597	-1.713180929	-2.297528962	-1.639567093	3.208275053	-3.789802444	2.705761561
lmo0028	0	-3.043548558	-1.204295911	-1.095736206	-1.790415251	-2.332430804	-1.692666309	-3.050174716	-2.641469344	-1.73313244	-1.456314007	-2.076759206	-1.824605663	-0.35413565	1.368082732	-2.65990113	-0.592392706	-1.149260003	-0.602843135	-1.108964547	-2.686702679	-1.004556703
lmo0029	7.247773223	1.624086447	2.284290758	0.906177606	0.579230345	2.198745861	1.838366547	2.111422392	2.207765481	2.855498976	2.671208249	2.517759802	2.564445332	0.339179293	-4.240179951	1.656944246	1.554860469	-1.259607347	-0.59165151	1.825545074	2.394347371	3.308098915
lmo0030	4.991136588	-1.377998573	-0.283932027	-0.397764743	0.175752322	-0.858380449	0.113341448	-1.224108342	-0.970897529	-2.704187743	-2.331809407	-2.784200824	-2.351700756	0.862675612	1.481091694	-2.006323787	-1.701776166	-0.225012684	-0.100267362	-0.445888969	-0.933656922	-0.666255429
lmo0031	0	-1.090763196	-0.801477629	-0.687271361	-0.444363013	-0.872333188	0.272691083	-0.990606913	-0.886701126	-2.321269018	-2.360788474	-2.229552601	-2.408646282	0.576817323	-0.486486829	-2.301476967	-1.084392187	-0.0175045	0.258480675	-0.058670133	-1.086058645	-0.682443896
lmo0032	0	-4.576740681	-4.76042573	-1.471293779	-1.71577888	-4.187398182	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.232870774	-4.240179951	-5.063247035	-5.34038473	-1.808819411	-1.606431931	-2.838510776	-3.789802444	-2.586081711
lmo0033	2.422293753	-4.576740681	-5.406756044	-0.829104055	0.15270139	-4.187398182	-3.668668917	-4.485525631	-4.472843956	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.103909825	-4.240179951	-5.253238528	-1.855581502	-0.949310038	-0.280468433	-2.838510776	-3.789802444	-2.586081711
lmo0034	0	-4.576740681	-4.831454976	-1.490234513	-0.526280575	-4.768892766	-2.772091792	-4.668251789	-4.41828178	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.714766467	-4.240179951	-4.424563718	-4.026906693	-1.621696472	-1.053679427	-2.838510776	-4.542028943	-2.586081711
lmo0035	3.568106298	-4.576740681	-4.192389144	-1.405757534	-1.595201271	-4.844471698	-2.918339589	-4.457787599	-4.232954858	-3.233508482	-4.059694278	-2.287771773	-4.369092245	-1.348516505	1.473098903	-4.844391576	-1.387840862	-1.794884363	-1.490631463	-3.738479295	-4.684111296	-3.557434555
lmo0036	0	-3.593504609	-3.847361366	-1.838337335	-1.300214176	-4.207484052	-2.772091792	-4.403742273	-4.138733108	-2.633798415	-2.292574243	-3.035970403	-2.789599214	-0.824912552	-4.240179951	-2.565220171	-5.34038473	-1.71289099	-1.567836686	-3.74612776	-4.291182471	-2.524350783
lmo0037	3.216203144	-3.524900795	-3.281257893	-1.29822907	-1.651648542	-3.987354209	-3.312887501	-3.768291873	-3.89673378	-1.998856065	-1.525602061	-2.125038433	-1.975568227	-0.994048855	-4.240179951	-2.533329718	-3.061672111	-1.811184485	-1.842534617	-3.469921533	-3.603095235	-3.568300791
lmo0038	0	-2.410428239	-2.522265993	-1.877653387	-1.307694141	-3.662606335	-3.124643568	-3.34438473	-3.449101242	-1.303289545	-1.129043576	-1.589859628	-1.409221404	-0.836423271	-0.53484985	-1.181231108	-0.258286091	-1.288259943	-1.297882866	-2.954523535	-3.734480235	-3.012842285
lmo0039	0	-2.328402637	-2.309092101	0.667364068	0.794448438	-3.116314468	-2.394575731	-2.867901568	-2.818213464	-0.689332138	-0.532541045	-1.190272613	-0.890848613	-0.632545806	-0.321675959	-0.902200844	1.019018138	-0.522545029	-0.518605501	-2.313562859	-2.742587675	-2.214705893
lmo0040	0	-1.484641133	-0.297925299	-0.017754216	-0.427956981	-1.694884268	-3.020505354	-1.981271385	-1.865711097	-1.213895161	-1.101877096	-1.246461079	-1.484338525	0.105960051	-4.240179951	-3.001458032	-2.156342029	-0.679578548	-0.378802861	-1.950781831	-1.879486869	-1.366577707
lmo0041	0	-2.962788844	-1.082642855	-1.040754189	-0.962444972	-1.63851234	-2.948714463	-2.074028559	-1.90494806	-1.809780371	-1.969239327	-1.926789887	-2.048339675	-1.450267683	-4.240179951	-3.169735469	-1.647328382	-2.186161755	-1.524653728	-2.780542565	-1.862845687	-2.527415458
lmo0042	5.871554972	-0.804242905	0.596486357	1.312728639	1.163699171	0.862768523	-2.376863185	0.466257407	0.467356075	0.122337633	0.081763576	0.552855964	0.356448686	-1.348808404	1.776547577	-1.540942902	-1.991282783	0.807408793	0.351590079	-2.436172288	0.521280102	-0.596091857
lmo0043	0	-0.081187898	-2.890111014	-0.910834326	-0.565356245	-2.085818786	-1.51E-04	-1.334011194	-1.950866383	0.099702962	1.332065861	-0.038078066	0.148198776	0.523561171	0.874912707	1.813761981	1.861969849	1.649240246	1.500921982	0.302043998	-1.50658264	0.633296923
lmo0044	9.260597263	6.880938822	4.690490925	1.532489845	0.585390655	6.227177529	5.759242743	5.948099275	6.311343484	5.783943409	5.515097224	5.419945552	5.410029317	1.982799952	4.358234946	5.841960866	3.667220183	1.686618944	0.787847008	4.266701037	5.989280672	6.120383346
lmo0045	4.584136408	5.350122333	5.465331488	1.417627498	0.781576182	6.029759218	6.010086707	5.692887576	6.071036172	5.89516621	5.586406622	5.607081199	5.422951514	3.760837241	2.074091513	5.260937703	5.04772814	1.186380329	0.943125234	4.381095025	5.943258794	6.267238023
lmo0046	12.46026961	5.631702828	5.74707988	2.958026803	3.012028151	4.355878735	4.445229224	3.879045358	4.331654194	4.015560424	3.77671505	3.796558892	3.536746002	3.57373563	3.97294479	5.869564409	4.696967526	2.391595443	1.676479574	2.702292072	4.05815575	5.043197194
lmo0047	4.395526843	0.55564475	1.219993901	-0.227839742	-0.834894922	1.753858095	1.049411094	1.750844105	1.195335494	-0.829911511	-0.734774074	-0.86831023	-0.796244527	1.162207054	3.759951067	3.013097016	3.509969011	1.124034537	0.315094011	0.219711388	1.224874941	-3.31497651
lmo0048	0	6.427020029	5.212939144	6.121967386	4.929382574	4.183918725	5.669951228	4.244430327	4.395921523	4.935845523	4.8767606	4.683341278	4.568789329	3.818224015	1.878427191	3.685632459	0.695559332	-0.009283993	-0.21279291	5.935556131	4.42739584	5.357800665
lmo0049	7.313064683	4.662243471	5.410550236	2.6319826	1.819608512	5.990816825	7.869748843	6.1317789	6.147400629	5.565640238	5.836803023	5.427635707	5.404530623	2.916483867	-4.240179951	3.258118813	-0.964810572	-1.8572809	-1.11132255	8.123535642	6.197120324	6.511854415
lmo0050	8.357458802	2.547336312	4.530993706	1.628297553	1.233357315	3.131914811	4.648436636	3.252214768	3.435363701	3.19984469	3.086812929	3.167083891	2.99432362	3.524307137	0.803019789	-0.618306502	-0.264370853	-0.755742873	-0.602308903	4.557612241	3.496658805	1.071796123
lmo0051	8.230602523	2.154666022	3.898344077	1.265200269	1.192825835	3.395880392	4.981426883	3.485821361	3.700611326	2.916398668	2.82376737	2.763769315	2.550324084	5.488467245	-4.240179951	-0.532392599	0.324696046	-1.185903647	-1.074796674	5.025408955	3.676431414	2.265526342
lmo0052	0	2.598540821	2.162743685	0.873740858	0.207390535	1.518531638	1.977191005	1.623314506	1.54694417	1.882034921	1.75118774	1.734733349	1.73436783	1.438066224	0.195963517	2.917884997	3.100558499	1.210443592	1.305695313	1.963369576	1.547208621	1.693167691
lmo0053	4.848783665	1.98600117	2.336215736	0.22541708	-0.130099334	2.96611168	3.864014095	3.019849107	2.832590708	2.996940759	2.905009717	2.896067932	2.83814275	2.015177803	-4.240179951	1.48067991	2.378263332	0.222758598	0.247518669	3.599690835	3.01090118	3.138280311
lmo0054	8.058323484	3.401224028	2.636150575	0.943861322	0.832800518	1.604146855	2.500401566	1.603690632	1.595504499	1.561493307	1.490870682	1.521884413	1.478578377	0.296159933	3.54827859	3.436528157	3.006516309	1.531834091	1.659471343	2.208429687	1.587097731	3.170550278
lmo0055	4.316408126	2.172589967	2.193986521	1.026240748	1.240563398	1.271883807	-0.84635867	0.460738212	1.126484839	0.8352086	0.629971672	0.926061077	0.699722577	1.332628655	-0.778599269	2.724089214	-0.054576533	-0.556256908	-0.348987207	-0.680106685	0.76056479	2.400223952
lmo0056	0	-0.029581899	0.692746898	0.06434101	-2.169496847	-0.27182155	0.814946475	-0.503857634	-0.453617503	-1.716013178	-1.846983577	-1.876683922	-1.781342113	0.363377719	-4.240179951	0.768437216	-5.34038473	-0.214602901	-1.423657097	0.313100471	-0.511295819	1.063740249
lmo0057	2.005906047	-4.576740681	-4.269162568	-0.967957785	-0.272537233	-4.187398182	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.938187677	-2.089101348	-4.907631806	-2.464614285	-1.806887531	-1.254734759	-2.838510776	-3.789802444	-2.586081711
lmo0058	0	-3.267401565	-4.440736107	0.046335222	0.266875756	-4.863542662	-2.772091792	-4.485525631	-4.848248325	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.214284555	-4.240179951	-2.936202491	-2.636187824	-2.113620653	-1.438745402	-2.838510776	-3.789802444	-2.586081711
lmo0059	0	-4.576740681	-5.406756044	-2.29822907	-2.362141925	-5.152743236	-2.772091792	-4.485525631	-4.557833504	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-1.646376984	-4.240179951	-4.907631806	-5.34038473	-2.272318399	-1.127264094	-2.838510776	-3.789802444	-2.586081711
lmo0060	0	-5.428662874	-4.069753788	-1.698159677	-1.387677017	-4.187398182	-2.772091792	-4.485525631	-5.435320955	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-1.019178858	-0.667300146	-4.907631806	-5.34038473	-2.042198616	-1.3572697	-2.838510776	-3.789802444	-2.586081711
lmo0061	0	-4.988471167	-3.809368518	-1.700808813	-1.240385526	-4.187398182	-2.772091792	-4.485525631	-5.456944415	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.791547461	-2.576839878	-4.77885314	-2.589782736	-1.853436274	-1.349271592	-2.838510776	-3.789802444	-2.586081711
lmo0062	0	-4.805008714	-5.406756044	-0.628377671	-0.554787003	-5.065415748	-3.686083277	-4.349511246	-4.472044874	-3.508267533	-3.369777257	-3.218905356	-3.728084824	-0.30712579	-4.240179951	-3.361686777	-5.34038473	-2.924395096	-1.346381384	-2.838510776	-4.398506939	-2.586081711
lmo0063	0	-4.169239722	-4.658327542	-3.286733431	-1.198643193	-4.525935244	-3.660671398	-5.311892323	-4.809372271	-3.827621684	-3.554201828	-2.998939672	-3.442556334	-0.708887388	-4.240179951	-4.907631806	-5.34038473	-2.161287087	-2.000291238	-2.838510776	-4.742165021	-2.586081711
lmo0064	0	-4.389573435	-3.884836072	-2.01074162	-1.518261127	-4.354619469	-2.772091792	-4.235502681	-4.616735477	-3.893665542	-4.102638453	-2.287771773	-4.202583054	-0.935395917	-4.240179951	-4.79987291	-5.34038473	-1.913864428	-1.43538639	-2.838510776	-4.417022864	-2.586081711
lmo0065	0	-4.555030461	-2.223924718	-2.437293108	-1.889771251	-5.13980418	-2.772091792	-4.552633038	-4.497103468	-3.978181361	-4.219334677	-2.287771773	-4.166162565	-1.265702352	-4.240179951	-4.723924056	-2.004338936	-1.233844251	-1.45897321	-2.838510776	-3.789802444	-2.586081711
lmo0066	0	-3.831480925	-2.210868565	-0.192506669	0.024600627	-1.933519963	-1.780396663	-1.888672681	-2.144738329	-2.804660536	-2.858355221	-2.491538155	-2.765654745	-0.31999017	-4.240179951	-3.170299522	-1.2807894	-1.173259728	-0.758507287	-1.387460532	-2.05133164	-2.586081711
lmo0067	0	-2.805008714	0.233916278	-1.009199455	-0.599181122	-0.123054882	0.363755404	-0.089815906	-0.309783778	-0.81418331	-0.728231228	-0.789092504	-0.858145365	-0.713962705	-4.240179951	-2.776724277	-0.406320282	-1.053678113	-1.15641044	1.2464343	-0.065932357	-3.008873383
lmo0068	5.313064683	-2.193574002	0.478568659	0.443537511	0.597216091	0.645794885	1.307437623	0.721259845	0.62227443	0.212288902	0.035206578	0.016561421	0.074128205	0.136242213	1.218057288	-3.099433192	-0.379848071	-0.442243401	-0.904871673	1.988454539	0.699127143	-2.586081711
lmo0069	0	-2.375324439	0.125706306	-0.035194664	-0.999571846	-0.243124016	-0.106218054	-0.346756573	-0.40889318	-0.686265835	-0.677058576	-0.726936803	-0.455941826	0.205723858	-4.240179951	-2.222289939	0.497295181	-0.658209553	-0.501659609	0.580910309	-0.346710639	-2.586081711
lmo0070	0	-3.701307274	-0.64195847	-0.586140226	-0.467676339	-2.410084193	-2.241149253	-2.857532951	-2.926026229	-3.184117672	-2.702219574	-2.620274563	-2.754121318	-2.555184509	-4.240179951	-4.990484307	-3.122812406	-2.140813616	-1.612212098	-1.781035853	-2.67582954	-2.586081711
lmo0071	0	-3.186879349	0.018695512	-1.194672878	-0.280612039	-1.503678387	-2.248151353	-1.3388375	-1.839051528	-0.642210655	-0.592449297	-0.384458085	-0.584232162	1.636915744	-4.240179951	-4.503859726	-5.34038473	-1.791692558	-1.782699803	-0.951409656	-1.471490434	-2.586081711
lmo0072	5.980489344	-2.526149341	0.357497425	2.176550513	2.177929118	-0.973142216	-0.882413968	-1.077039269	-1.37423305	-0.915747681	-0.35395229	-0.442546324	-0.400315851	1.248158826	-4.240179951	-5.165057812	-1.297385911	-0.074379022	-0.336982686	-0.801461349	-1.067890778	-3.466979604
lmo0073	0	-3.09523914	-0.677436365	0.372229651	1.232909393	-2.628746954	-2.264742722	-2.950075604	-2.728286775	-3.448766521	-2.672846325	-3.024474764	-2.902073943	-0.780275874	-4.240179951	-4.887148266	-5.34038473	-0.449856585	-0.456805373	-2.181284811	-2.797899696	-1.949372371
lmo0074	0	-4.754202223	-1.155827202	-0.997226814	-1.461677599	-2.403434803	-2.932524873	-2.823360094	-2.859310456	-3.00819393	-3.068775001	-2.320867767	-2.641207374	-1.164767227	-4.240179951	-5.306413661	-5.34038473	-2.45674297	-1.530805955	-3.759229575	-3.077232271	-3.023372952
lmo0075	0	-0.841104512	0.559263893	0.631297722	1.077841931	-1.2376306	-0.294335247	-0.958230926	-0.941536926	-0.075441271	-0.180105907	-0.180444193	-0.226469468	0.520866092	-4.240179951	-1.417173489	-0.636187824	-0.341031149	-0.102317737	-0.362315897	-0.902486142	-0.375793677
lmo0076	0	-0.097000742	-0.166017824	0.328060293	0.751437009	-1.082039427	-0.304003164	-1.089155178	-0.915435698	-0.371204459	-0.558317937	-0.404418343	-0.596119484	-0.359269416	-4.240179951	-0.603475697	-0.857895368	-0.785131114	-0.478778985	-0.567145794	-0.902421514	0.127087976
lmo0077	4.333242565	-0.218294425	-0.749180973	0.920093687	0.136768132	-0.788072598	-0.637283655	-1.306975368	-1.130847112	-0.972514954	-0.978298667	-1.101865935	-0.923234495	0.585244989	-4.240179951	-3.467039777	-1.94463269	-2.100137424	-2.206621886	-0.294179104	-1.065821242	0.858348982
lmo0078	3.750539571	0.580184275	0.297472654	-0.13586142	-0.605413076	-0.072787308	0.936637415	-0.399869514	-0.208485144	-0.345466966	-0.446398539	-0.497237651	-0.523693959	2.890528237	-0.344467824	0.120182231	0.379554912	-0.481206556	-0.164834015	1.382824358	-0.148350462	1.672013324
lmo0079	0	-2.706058431	-2.152560267	-1.445363124	-1.160380836	-1.564862141	-2.188782992	-1.371998183	-1.265436528	-1.773728676	-1.910931029	-1.931293509	-2.003299759	-0.749781011	-0.972499046	-2.787489185	-0.570404405	-0.524275278	-0.315818076	-2.108310709	-1.492600634	-2.586081711
lmo0080	0	-2.81589703	-2.262398866	-0.238728058	0.117851016	-1.094806139	-1.429713053	-0.8359379	-0.787952889	-0.986660768	-1.09773161	-1.031854295	-1.574586323	-0.195858493	4.239590449	-2.565220171	-0.265205505	0.211557976	0.297233734	-1.366071391	-0.818599096	-2.586081711
lmo0081	0	-2.604311364	-1.273205621	-0.669438067	-0.813521271	-1.051744452	-1.553943058	-1.228623718	-1.329182568	-2.732455468	-2.298362924	-2.240600427	-2.334742396	-0.113520338	-4.240179951	-1.49309704	-0.539046666	0.019144415	0.060257867	-1.507825282	-1.504266284	-2.586081711
lmo0082	5.29976786	-1.721443997	-0.695192836	-0.041827756	3.094881187	-0.253174058	-0.963074617	-0.315698593	-0.43346456	-1.869487659	-1.541026439	-2.123267807	-1.623355498	0.993967166	2.204760465	-0.053836325	0.829247528	0.402440772	0.460343128	-1.25980235	-0.591259046	-2.532677727
lmo0083	0	-0.796238504	-0.787060856	0.289077371	1.041857303	-1.220357258	-0.706981554	-1.511835394	-1.67345394	-1.472275855	-1.516576756	-1.532063242	-1.135458051	-0.363365943	-4.240179951	-4.020109476	-1.152437575	-0.459945402	0.210064094	-0.978749075	-1.467894351	-0.659066255
lmo0084	3.71040018	-1.118166599	-0.880170261	-1.09353865	-0.783055991	-1.907041034	-1.39117473	-1.956546492	-2.063679164	-1.686265835	-1.801923178	-2.049670474	-1.724298022	-0.615189773	-0.384607215	-2.117135193	-0.567475074	-1.186926908	-0.316394688	-1.329872428	-1.861502942	-0.649605926
lmo0085	0	-4.576740681	-4.859961403	-0.318442291	0.042666442	-4.187398182	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.969748566	0.127454739	-4.907631806	-5.34038473	-2.445383108	-0.902364817	-2.838510776	-3.789802444	-2.586081711
lmo0086	0	-5.192812248	-4.86364645	-1.120083562	-0.674441319	-4.187398182	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.921435877	-1.963693149	-4.544218034	-2.44612129	-1.510251671	-1.048068869	-2.838510776	-3.789802444	-2.586081711
lmo0087	0	-4.258051596	-3.431386139	-1.624854971	-0.819698696	-4.187398182	-2.772091792	-5.304554286	-4.472843956	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.405526853	-4.240179951	-4.096777524	-1.474834762	-1.630339497	-1.120152598	-2.838510776	-3.789802444	-2.586081711
lmo0088	0	-3.596024312	-5.406756044	-2.982727244	-4.894637006	-4.35965388	-2.772091792	-5.112387421	-5.458777552	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.094459549	1.633094787	-5.417444974	-1.549773072	-0.634888478	-0.937293151	-2.838510776	-3.789802444	-2.586081711
lmo0089	3.64168743	-4.864951254	-4.855773606	-1.747213901	-1.695649539	-4.187398182	-2.772091792	-5.480757625	-4.472843956	-3.233508482	-3.751647892	-2.287771773	-3.442556334	-0.873859049	-4.240179951	-2.896341326	-2.051225323	-1.828218434	-1.701779808	-2.838510776	-3.789802444	-2.586081711
lmo0090	0	-5.401582505	-3.517935739	0.379119861	0.553779354	-4.984526895	-2.772091792	-4.806584739	-4.651014122	-3.726329701	-3.374990776	-2.287771773	-3.875211085	-0.855996125	-4.240179951	-2.570476101	-1.002894073	-0.804761853	0.002597041	-2.838510776	-3.789802444	-2.586081711
