shared name	BHI_2011_EGDe[RNASeq]	BHI_2014_EGDe[RNASeq]	BHI_Long_2014_EGDe[RNASeq]	BHI_Medium_2014_EGDe[RNASeq]	BHI_Short_2014_EGDe[RNASeq]	High_10_Plantarum_Pediocin_2014[RNASeq]	High_180_Plantarum_Pediocin_2014[RNASeq]	High_60_Plantarum_Pediocin_2014[RNASeq]	High_60_Proteinase_Plantarum_Pediocin_2014[RNASeq]	LB_2014_EGDe[RNASeq]	LB_B12_2014_EGDe[RNASeq]	LB_B12_EA_2014_EGDe[RNASeq]	LB_EA_2014_EGDe[RNASeq]	Lmo0753_Rhamnose_2013_EGDe[RNASeq]	Macrophages_2011_EGDe[RNASeq]	Macrophages_2014_EGDe[RNASeq]	Macrophages_Long_2014_EGDe[RNASeq]	Macrophages_Medium_2014_EGDe[RNASeq]	Macrophages_Short_2014_EGDe[RNASeq]	Mid_180_Plantarum_Pediocin_2014[RNASeq]	Mid_60_Plantarum_Pediocin_2014[RNASeq]	WT_2012_EGDe[RNASeq]
lmo1126	0	-2.348750772	1.238977005	0.926072942	0.089451307	0.729991434	1.003695007	0.883633711	0.636339017	1.082823962	1.12923437	0.857173187	0.793570748	-0.397714358	-4.240179951	-1.385772396	1.252111909	0.223986482	-0.902962083	1.072297635	0.962531581	-1.679322047
lmo1127	0	-1.838617106	0.803690325	0.999966176	1.079928533	-0.3336168	-0.079040984	-0.124566572	-0.267087808	0.073301188	0.213285711	-0.034168161	0.033768026	0.228616325	-4.240179951	-1.041658215	1.449040013	-1.475851793	-2.217339439	-0.120465511	-0.30647298	-1.042481775
lmo1128	0	-2.92631501	-2.035781859	0.228897049	0.646294912	-2.491595905	-2.834846431	-2.659439789	-2.526451868	-3.026644782	-3.397974149	-3.283284584	-3.122409615	0.052427845	-4.240179951	-3.560995585	-3.623550998	-1.268093813	-0.826646506	-2.953684821	-2.455020235	-2.586081711
lmo1129	0	-4.204863632	-2.52402645	-2.099964919	-1.710705146	-2.365388832	-2.710098897	-2.389773419	-2.520726024	-2.760883876	-3.053772838	-3.083473183	-2.846112368	-1.760032698	-4.240179951	-3.996772757	-5.34038473	-2.118908484	-1.566429864	-2.003112966	-2.397547148	-2.586081711
lmo1130	0	-4.017236628	-2.22092223	-0.849328119	-1.00224598	-2.549962987	-3.013409201	-2.59745222	-2.796297422	-3.295475882	-3.306274315	-3.261974078	-3.426194483	-2.099047023	-4.240179951	-4.836398786	-1.531851164	-0.866326039	-0.814018242	-2.230523462	-2.683271332	-2.586081711
lmo1131	3.908080848	-0.583155632	1.753435273	0.634656734	0.372804502	0.970416173	-1.704333884	0.756640496	0.67237853	2.095399567	2.023596698	1.896132407	1.79605935	-1.037836354	-1.186926547	-4.892201494	-2.784831905	-1.717944218	-1.309855508	-2.23011554	1.411115557	-2.766798596
lmo1132	4.552252347	-0.276463232	1.988154117	0.106126147	-0.333521247	1.017976101	-0.96561842	0.730977116	0.686325412	1.886969757	1.938526956	1.520770569	1.587386054	-1.784397216	-1.127717549	-3.170027483	-3.310585408	-1.765650424	-1.835609011	-2.232519436	0.904197633	-2.707589598
lmo1133	0	-4.576740681	-3.700971879	-2.106985347	-0.781855911	-4.187398182	-2.772091792	-4.485525631	-5.292689843	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-2.094682529	1.286444263	-2.764095498	0.103576403	-1.788893925	-1.936020372	-2.838510776	-3.789802444	-2.586081711
lmo1134	0	-1.448670588	0.081743963	-0.562258781	-1.953336379	-0.608985064	-0.237107697	-0.53942322	-0.626250086	-0.807281236	-0.823468188	-0.87202756	-0.770296075	-1.579936529	-4.240179951	-2.590311152	-0.482941564	-0.021774937	-0.329893261	0.2439688	-0.820807093	-2.586081711
lmo1135	0	-1.338636469	-0.314031634	-1.353370624	-1.35838979	-1.469013695	-1.378441936	-1.998873691	-1.760791009	-1.575420066	-1.486319356	-1.174511237	-1.300085714	-1.543886513	-0.612017711	-1.814030973	-0.472957475	-0.053149879	0.35251617	-1.307152179	-1.848188329	-2.420158747
lmo1136	0	-0.657521101	-0.567724993	-1.304655339	-0.798712586	-2.568264172	-2.904715476	-2.632733657	-2.558642235	-3.292761497	-3.501734408	-3.01686158	-3.175543801	-1.115237011	-1.103870807	-0.839519403	-0.586298948	1.936268223	2.130752237	-3.228604614	-2.666148307	-2.208404846
lmo1137	0	-3.033633089	-2.872452347	-2.085820737	-1.71232828	-2.645797638	-1.14315579	-2.485644265	-1.958036471	-2.999926314	-3.768326633	-2.287771773	-3.0777246	-1.701930139	2.699926296	0.933250804	2.517058436	0.604410226	0.785583957	-1.485246313	-1.766497313	-2.652535257
lmo1138	6.075485858	2.678764865	0.91589446	0.749320282	1.027655506	1.958166329	3.802330108	1.796814927	2.210701871	-0.278801555	-0.002347639	-0.554000687	-0.534138027	1.01467779	7.09595568	5.489522636	4.34193112	3.791852989	2.641820811	3.300000205	2.090447561	2.265446831
lmo1139	7.74602409	-1.578102404	-1.751436946	0.308213158	0.677873754	-1.620889844	-1.723593345	-1.743202272	-1.604167207	-1.218116999	-1.094770209	-0.883462455	-0.89781551	-2.382516716	1.651016695	-0.550996567	0.468148836	0.383033429	0.293622481	-1.049286642	-1.850356693	-2.764493402
lmo1140	0	0.799320803	-1.294579271	-0.408411988	-0.472324843	-1.354906068	0.98382508	-0.429057475	-1.09316342	0.277933444	1.006692913	0.337063608	0.754569751	-1.647980539	-4.240179951	2.804697866	1.790076931	2.865426197	2.855662392	2.100989633	-0.696753242	0.91353779
lmo1141	0	-3.497580189	-1.635959729	-0.026205881	-0.667261732	-1.770705163	-1.91640607	-2.426562248	-1.98094533	-1.949300241	-1.708711777	-1.855981719	-2.082240081	-1.417241107	-4.240179951	-3.317292658	-0.946888664	-0.424321493	-0.650882407	-1.143783174	-1.964903041	-2.116482357
lmo1142	0	-3.502874488	-2.596266574	-2.413706287	-1.255226721	-3.747711553	-2.046265513	-3.971741048	-3.696819614	-3.83416453	-3.974533627	-2.287771773	-4.327000316	-1.748132204	-0.856777945	-2.977090392	-1.232290882	-1.53979871	-0.842203382	-0.97536733	-3.744144889	-1.816922075
lmo1143	0	-3.707033554	-3.223924718	-1.437293108	-2.179277868	-4.068107952	-2.043224298	-4.103830908	-4.350555741	-3.233508482	-4.008767692	-2.287771773	-3.442556334	-1.197791217	-4.240179951	-2.678749117	-1.74130453	-3.048812357	-1.634059917	-0.775219831	-3.739734037	-2.103543301
lmo1144	0	-4.980710752	-1.71491107	-1.290849539	-1.6177968	-3.407091211	-3.135285605	-3.257369488	-3.90018558	-2.893665542	-3.015175611	-1.249695748	-2.657148918	-0.844257674	-4.240179951	-4.907631806	-2.080287789	-1.470257777	-1.342276985	-1.801715804	-3.751467989	-1.834843983
lmo1145	4.898027184	-4.930539596	-4.184396354	-1.812802243	-1.817821409	-3.759296323	-3.05725179	-3.13414306	-4.000315833	-3.31187032	-2.97593398	-1.54925603	-3.067740512	-0.642596986	-4.240179951	-4.487217659	-0.79488557	-1.950390304	-1.139336927	-2.591769887	-3.254851243	-1.490548075
lmo1146	0	-3.999566172	-1.172900715	-1.608661526	-1.272643774	-3.378136478	-2.587848388	-3.570846534	-3.397700084	-3.810747866	-3.805740595	-1.642795862	-3.317631426	-0.836984802	1.592123006	-4.895292475	-3.175707354	-1.795159188	-1.774731538	-2.025610466	-3.330756364	-2.345301047
lmo1147	0	-5.299773406	-4.553630163	-1.243436597	-1.339058312	-4.795290801	-2.772091792	-4.023344913	-4.036759005	-3.233508482	-4.523505031	-2.801132889	-3.442556334	-0.227923019	-4.240179951	-4.468667001	-2.74908188	-1.767083091	-1.508570736	-2.933644572	-4.633090146	-3.503638075
lmo1148	0	-5.216176241	-4.389510784	0.567045828	0.49643832	-4.662266437	-3.558586274	-4.308954582	-4.585600347	-4.143767426	-4.607313165	-2.521536292	-3.947084781	0.606261555	-4.240179951	-4.889510122	0	0.341326856	0.434334413	-2.767597049	-4.443648662	-2.586081711
lmo1149	0	-4.576740681	-4.599433853	-2.642877241	-2.232858908	-4.187398182	-2.772091792	-4.98172446	-5.012613255	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-1.197023914	-4.240179951	-4.907631806	-0.79488557	-1.748756443	-1.471912266	-2.838510776	-3.789802444	-2.586081711
lmo1150	0	-2.441623783	-5.219042497	-0.040093463	0.526044072	-2.993943271	-0.92915024	-3.674785923	-3.139810465	-2.266346114	-2.977413259	-2.738624768	-3.191653993	-3.283012749	-4.240179951	-2.062432184	-1.829531713	-1.337338191	-0.75365127	-0.193804616	-2.822346719	-1.210173248
lmo1151	0	-4.576740681	-4.599433853	-0.227839742	0.693140511	-4.187398182	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.473134113	-4.240179951	-4.902255159	-5.34038473	-0.365427804	-0.51255425	-2.838510776	-3.789802444	-2.586081711
lmo1152	0	-5.126539029	-5.406756044	-0.671939707	-0.402783909	-4.187398182	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.639769027	-4.240179951	-4.907631806	-2.080287789	-2.557720618	-1.044596437	-2.838510776	-3.789802444	-2.586081711
lmo1153	2.951608224	-5.069603634	-3.808887219	-0.022255608	0.378717585	-4.187398182	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.885748268	-4.240179951	-5.433636619	-3.326267031	-0.781332047	-0.080461587	-2.838510776	-3.789802444	-2.586081711
lmo1154	0	-4.576740681	-3.795831066	-1.485637499	-1.381950406	-4.187398182	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-2.226528138	-4.240179951	-4.907631806	-2.991282783	-1.259262246	-1.253271979	-2.838510776	-3.789802444	-2.586081711
lmo1155	0	-5.178467109	-5.432323867	-0.945252539	0.453625237	-4.187398182	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.872329352	0.555092275	-5.495447486	-5.34038473	-1.520245913	-1.082409858	-2.838510776	-3.789802444	-2.586081711
lmo1156	2.822399479	-5.006167301	-5.260024059	-1.692032735	-0.800339709	-4.187398182	-2.772091792	-5.405731837	-4.472843956	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-1.503190474	-4.240179951	-5.175060896	-2.870513275	-1.425113964	-1.04503963	-2.838510776	-3.789802444	-2.586081711
lmo1157	0	-4.576740681	-5.406756044	-2.763892642	-1.090839903	-4.187398182	-2.772091792	-5.026493665	-4.909513649	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-1.109353252	-4.240179951	-4.907631806	-2.067904065	-2.375411892	-1.270999572	-2.838510776	-4.648932192	-2.586081711
lmo1158	0	-4.950439153	-5.204295911	-0.958232682	-0.496684048	-4.187398182	-3.079665227	-4.092519624	-4.191795097	-3.653697972	-4.100170197	-2.287771773	-3.44609404	0.471618966	-4.240179951	-3.119332749	-5.34038473	-1.353618501	-1.03724596	-2.838510776	-3.789802444	-2.586081711
lmo1159	0	-4.28417655	-2.538033308	-2.429473603	-0.61891734	-4.287041815	-2.772258801	-4.229098444	-4.494067453	-3.472862197	-3.755835689	-2.287771773	-3.895308655	-0.524735442	-4.240179951	-3.255892113	-5.34038473	-0.962990341	-0.995474222	-2.838510776	-3.789802444	-3.488041219
lmo1160	0	-5.488535049	-1.572466805	-2.370797696	-0.823275839	-4.986204891	-2.772091792	-4.989620157	-4.986577251	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-1.362716436	-4.240179951	-3.723285018	-2.937843524	-1.285993336	-1.112369879	-2.838510776	-3.789802444	-2.586081711
lmo1161	0	-4.576740681	-4.558791869	-1.549767837	-0.876715098	-4.187398182	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.481625893	-4.240179951	-3.639220753	-1.339206086	-1.49471082	-1.279267188	-2.838510776	-3.789802444	-2.586081711
lmo1162	0	-4.578102404	-5.336399447	-2.090336218	-1.17627538	-4.187398182	-2.772091792	-4.485525631	-5.364736783	-3.233508482	-4.466738987	-2.287771773	-3.442556334	-0.616673654	-4.240179951	-4.054258252	-5.34038473	-1.921821152	-1.571447939	-2.838510776	-3.789802444	-2.586081711
lmo1163	0	-3.715605928	-3.473902971	-1.517346359	-1.554787003	-4.801772338	-3.356840314	-4.647006536	-5.065620934	-3.643197113	-3.784814756	-3.261974078	-4.001103319	0.057620383	-4.240179951	-3.388939809	-1.669354688	-1.339432595	-0.708951463	-2.838510776	-3.789802444	-2.586081711
lmo1164	0	-5.135654026	-3.067582689	-1.515416332	-0.952546511	-4.187398182	-2.772091792	-5.060114008	-4.472843956	-4.002411577	-4.18104841	-2.287771773	-3.442556334	-1.473091691	-4.240179951	-3.982619527	-2.584962501	-1.17975228	-1.549271148	-2.838510776	-3.789802444	-2.586081711
lmo1165	0	-4.637131541	-3.190548581	-1.856429175	-1.431303949	-4.187398182	-2.772091792	-5.073718278	-4.807197549	-4.103351163	-4.46493449	-2.287771773	-3.442556334	-1.168735038	-0.903572157	-3.998670215	-2.086440016	-1.609676535	-1.27518023	-2.838510776	-3.789802444	-2.586081711
lmo1166	0	-4.718683914	-4.557503173	-1.641588545	-0.425393481	-5.029808073	-3.728121569	-4.797021745	-4.791622491	-3.90736956	-3.666781097	-2.287771773	-4.01861433	-1.455424682	-0.57008703	-3.150611915	-2.75295489	-1.529948001	-0.913406059	-2.838510776	-4.599144741	-2.586081711
lmo1167	0	-4.637131541	-4.890988299	-0.934431687	-0.021913013	-4.361191641	-3.141437832	-4.841699443	-5.023216697	-3.503889092	-3.436365338	-2.287771773	-3.585298633	-1.31938411	0.096427843	-3.806025137	-3.086440016	-1.171555422	-0.845928872	-2.838510776	-4.228014802	-2.586081711
lmo1168	4.431327564	-1.812276714	-1.896208471	0.666917098	0.037407067	-2.294387302	-3.205040495	-2.283365682	-2.394360122	-2.448421337	-2.903114069	-2.015955649	-2.410111996	-1.68410015	-4.240179951	-1.909523159	-1.524619595	-0.569093017	-0.014019287	-3.094445536	-2.125697803	-1.590232087
lmo1169	0	-1.110713362	-1.560120929	-0.26825401	6.50E-04	-1.669021205	-2.772091792	-1.873027029	-1.728907404	-2.105738305	-2.139662583	-1.632536948	-1.938229779	-0.498329163	-4.240179951	-1.647213544	-5.34038473	-1.037454666	-0.828800199	-2.92269706	-1.61228971	-0.434428528
lmo1170	0	-3.249999435	-1.449408409	-1.662776799	-1.352294139	-1.964201628	-3.107167438	-2.129708941	-1.941516728	-1.603071899	-1.792741672	-1.232630117	-1.602213242	-0.855339658	-4.240179951	-3.507117217	-1.814785128	-1.789717616	-1.854381902	-2.838510776	-1.629158105	-0.200107512
lmo1171	3.498096577	-4.576740681	-4.584326961	-2.338263732	-1.802714516	-4.912576925	-2.772091792	-5.059945946	-4.458797981	-4.00819393	-4.129704	-0.474277682	-2.526564808	-1.506883322	-0.596910818	-4.914401298	-3.779778678	-1.830946752	-1.476983255	-2.838510776	-4.397647618	-2.586081711
lmo1172	0	-1.836965481	-2.154952576	-0.304190628	0.27156491	-1.030463652	-1.349661422	-1.448556508	-1.278888336	-0.882456491	-1.202829955	2.287860199	-0.141584542	-0.322333483	-4.240179951	-2.207492937	-0.487907817	-0.763706785	0.163391354	-0.008760804	-1.231369283	-1.863952387
lmo1173	5.143139681	-3.100464597	-3.354321355	-1.567689745	-1.231671993	-2.103105767	-2.917576412	-2.70797155	-2.531745549	-1.929254298	-2.292900092	0.850760372	-1.433061202	-0.809112851	-4.240179951	-3.394889075	-2.549773072	-1.567774283	-1.267441752	-1.517215505	-2.510965146	-2.679838401
lmo1174	0	-4.576740681	-4.903214601	-1.624729894	-1.293783132	-4.187398182	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	-0.142288705	-3.442556334	-1.609410518	-4.240179951	-5.233288938	-4.098666318	-2.084246051	-1.923250202	-2.838510776	-3.789802444	-2.586081711
lmo1175	0	-4.576740681	-5.259231587	-1.057562477	-1.175056372	-4.187398182	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	0.613935574	-3.442556334	-1.427657344	-4.240179951	-4.562052892	-3.039645804	-2.26915112	-1.909317578	-2.838510776	-3.789802444	-2.586081711
lmo1176	0	-5.040809155	-5.214143697	-1.29822907	-0.847568752	-4.187398182	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	0.390102618	-3.442556334	-2.036007103	-4.240179951	-4.544218034	-0.409595414	-1.842634124	-1.528626657	-2.838510776	-3.789802444	-2.586081711
lmo1177	4.29976786	-4.609321135	-5.406756044	-0.674095972	-0.214446871	-4.187398182	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	-0.105345899	-3.442556334	-1.493651873	-4.240179951	-2.278122061	-2.978107394	-2.0632228	-1.73759625	-2.838510776	-3.789802444	-2.586081711
lmo1178	4.625008689	-4.20355809	-3.872452347	-1.670783238	-0.827805497	-4.187398182	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	0.414023499	-3.442556334	-1.241041084	-4.240179951	-3.438308059	-2.652866565	-1.429859676	-1.592927667	-2.838510776	-3.789802444	-2.586081711
lmo1179	0	-4.688392557	-3.357286814	-2.068154863	-1.107525534	-4.187398182	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	0.838153956	-4.043184908	-1.280480813	-4.240179951	-4.923142525	-5.34038473	-1.329731642	-1.077762133	-2.838510776	-3.789802444	-2.586081711
lmo1180	0	-3.410992418	-3.584326961	-1.990340428	-0.802714516	-4.91371932	-2.772091792	-5.342393026	-4.949894127	-3.841083944	-4.101689623	1.026151309	-3.719209886	0.359608314	-4.240179951	-2.499363798	-0.779778678	-1.935283412	-2.167298756	-2.838510776	-3.789802444	-2.586081711
lmo1181	0	-5.233454233	-3.184396354	-1.250923355	-1.284139413	-4.187398182	-2.772091792	-4.895811903	-5.119313688	-3.233508482	-3.610626295	0.915564107	-4.389668607	-1.636954911	-4.240179951	-5.906788114	-1.187202993	-2.416708308	-1.607889935	-2.838510776	-3.789802444	-2.586081711
lmo1182	0	-4.576740681	-2.948583417	-2.50987511	-1.836822371	-4.187398182	-2.772091792	-5.284371199	-4.472843956	-3.233508482	-3.610626295	0.492413962	-4.073685321	-1.742640473	-4.240179951	-4.670975176	-5.34038473	-1.57084189	-1.710878912	-2.838510776	-3.789802444	-2.586081711
lmo1183	0	-4.418565638	-3.59190018	-1.557341056	-1.178019521	-4.187398182	-2.772091792	-4.485525631	-5.293924136	-4.148217445	-4.109262843	1.384598768	-3.564511676	-2.631512883	-4.240179951	-5.070061298	-1.202389397	-2.264784726	-1.3123755	-2.838510776	-3.789802444	-2.586081711
lmo1184	0	-4.252467691	-3.506324449	-1.549767837	-0.654322676	-4.187398182	-2.772091792	-4.485525631	-5.150391795	-3.233508482	-3.610626295	0.890029015	-3.785597283	-0.380024709	-4.240179951	-3.984485567	-5.34038473	-1.179208995	-1.15641044	-2.838510776	-3.789802444	-2.586081711
lmo1185	0	-4.576740681	-5.406756044	-1.735634382	-1.740653548	-4.187398182	-2.772091792	-5.381137449	-5.378240411	-4.024135474	-4.096212184	0.803878469	-3.623201586	-1.600700123	0.46515015	-3.85234033	-2.71771771	-2.025225537	-1.43538639	-2.838510776	-3.789802444	-2.586081711
lmo1186	0	-4.985580959	-3.391440811	-2.452806107	-1.401241745	-4.187398182	-2.772091792	-4.485525631	-5.179021037	-3.863926485	-3.971813271	0.457918003	-3.629134541	-1.446922897	-0.57394967	-2.891440149	-3.756817529	-2.710688402	-1.581401413	-2.838510776	-3.789802444	-2.586081711
lmo1187	0	-3.997871304	-3.223924718	-0.629938185	-0.337975614	-4.187398182	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	-0.588784394	-3.943770144	-3.704521027	-4.240179951	-2.553999055	-1.419376435	-2.726884263	-1.874010709	-2.838510776	-3.789802444	-2.586081711
lmo1188	3.149088948	-0.690793145	0.821552913	0.748114784	1.014189794	0.317956769	-1.380316191	-0.332980182	0.127283271	-0.923305032	-0.94412265	-1.180837315	-1.303188002	-0.850541418	2.054081553	-0.826003614	0.871213693	0.66990527	0.70725658	-0.082451591	-0.009311095	-1.268632657
lmo1189	6.12935273	1.235214076	-0.631142713	0.892454492	0.887435326	0.061343829	1.490300571	0.129516439	-0.122755169	-1.12236495	-0.987651364	-1.261974078	-1.026314667	1.541548686	0.449382834	-0.323787129	-0.411556931	-0.962990341	-0.7730818	1.768460273	0.116062666	-0.221254679
lmo1190	0	-3.805008714	-3.795831066	-2.272233861	-1.461677599	-4.187398182	-3.132520288	-4.485525631	-4.472843956	-3.233508482	-3.610626295	-1.770315297	-3.442556334	-0.898884997	-4.240179951	-4.907631806	-2.576245284	-2.353238394	-1.779340791	-2.337538114	-3.789802444	-3.323460694
lmo1191	0	-4.999019334	-4.515910497	-1.658889559	-1.623266741	-4.187398182	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.817110536	-4.240179951	-4.907631806	-2.448327809	-1.652742143	-0.949504669	-2.838510776	-3.789802444	-2.586081711
lmo1192	3.764171437	-5.559955057	-2.858820482	-1.57742418	-2.158128033	-5.12481146	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.091800548	-4.240179951	-4.907631806	-5.34038473	-1.633584642	-1.093868974	-2.838510776	-3.789802444	-2.586081711
lmo1193	0	-4.481713783	-4.15060804	-1.861476089	-1.46853127	-4.187398182	-2.772091792	-4.485525631	-5.298499622	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.332299011	-4.240179951	-4.907631806	-5.34038473	-2.086526992	-1.970619033	-2.838510776	-3.789802444	-2.586081711
lmo1194	0	-4.576740681	-4.561365812	-1.867843606	-2.147485152	-4.187398182	-2.772091792	-5.278530846	-5.213870207	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.411303404	-4.240179951	-4.891440149	-0.949462607	-2.104967341	-1.875848772	-2.838510776	-3.789802444	-2.586081711
lmo1195	0	-5.397239215	-3.329167878	-1.957573767	-0.731980005	-4.520364245	-2.772091792	-4.485525631	-4.472843956	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-2.781273458	-4.240179951	-5.714219592	-2.84654769	-1.800418563	-1.267234632	-2.838510776	-3.789802444	-2.586081711
lmo1196	0	-4.576740681	-3.99936446	-2.627770349	-1.876715098	-4.187398182	-2.772091792	-4.485525631	-5.195454023	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.403287905	-4.240179951	-5.887148266	-5.34038473	-1.935283412	-1.417277009	-2.838510776	-3.789802444	-2.586081711
lmo1197	0	-5.491167817	-3.172900715	-1.945696513	-0.476177168	-4.187398182	-2.772091792	-4.485525631	-5.209368109	-3.233508482	-3.610626295	-2.287771773	-4.298002619	-2.768567788	-4.240179951	-5.895292475	-0.853779259	-1.952700465	-1.267771549	-2.838510776	-3.789802444	-2.586081711
lmo1198	0	-4.576740681	-4.118808012	-0.504357377	-0.606012326	-5.186690567	-2.772091792	-4.485525631	-5.349871494	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-1.434842091	-4.240179951	-5.158594912	-5.34038473	-1.255639658	-0.406323924	-2.838510776	-3.789802444	-2.586081711
lmo1199	0	-4.760000047	-3.611406495	-1.623141023	-1.344367223	-4.507331604	-2.772091792	-5.263715534	-4.773954637	-3.517666231	-4.507280781	-2.287771773	-4.001103319	-0.637779264	-4.240179951	-4.907631806	-5.34038473	-1.851331634	-1.421149152	-2.838510776	-3.789802444	-2.586081711
lmo1200	0	-5.147195648	-3.178659984	-3.029458294	-2.002768601	-4.360179075	-2.772091792	-5.121242563	-5.368158915	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-1.643820804	-4.240179951	-4.316089243	-5.34038473	-1.614505333	-1.413708476	-2.838510776	-3.789802444	-2.586081711
lmo1201	3.119584953	-4.901626904	-5.377876083	-1.652645017	-1.293700869	-4.187398182	-2.772091792	-5.277258959	-5.185655132	-4.197227754	-3.610626295	-2.287771773	-3.442556334	-1.211098902	-4.240179951	-5.21860728	-2.5733278	-1.704985792	-1.578977243	-2.838510776	-3.789802444	-2.586081711
lmo1202	0	-5.289597311	-4.047894354	-2.01333523	-1.033621153	-4.986203368	-2.772091792	-4.387750605	-4.82849902	-3.947099332	-3.610626295	-2.287771773	-4.083241605	-0.55077839	0.939521788	-4.962931192	-2.243346071	-1.862797905	-1.566735812	-2.838510776	-4.620728872	-2.586081711
lmo1203	0	-4.729880059	-3.095859679	-1.794654896	-1.858567751	-4.233750261	-2.772091792	-4.472293418	-4.830581748	-3.459531866	-4.536054481	-2.287771773	-3.442556334	-0.977719241	-4.240179951	-4.233288938	-5.34038473	-2.116667529	-1.775693014	-2.838510776	-4.203101386	-2.586081711
lmo1204	0	-4.937203326	-5.776022585	-1.819465973	-0.890073481	-4.712589678	-2.772091792	-5.147264168	-5.189201987	-3.233508482	-4.47026301	-2.287771773	-4.396332337	-1.1425188	-4.240179951	-5.691059423	-2.971474302	-1.748467413	-1.818425999	-2.838510776	-3.789802444	-2.586081711
lmo1205	0	-5.47049343	-3.643827972	-1.397764743	-1.724712004	-4.514758728	-3.521715555	-4.485525631	-4.78543386	-3.730659954	-3.610626295	-2.287771773	-4.264137725	-1.870638477	-4.240179951	-4.12198909	-5.34038473	-2.316712518	-1.101268886	-2.838510776	-3.789802444	-2.586081711
lmo1206	0	-4.661315772	-2.664725313	-1.726090609	-1.420769655	-4.076310953	-3.309302856	-3.837828878	-3.516011954	-3.091407298	-3.408596506	-3.175262445	-2.918907167	-1.96013357	-4.240179951	-5.312811433	-5.34038473	-1.752647359	-1.044163715	-3.4960231	-3.893999182	-3.462730131
lmo1207	0	-3.372645338	-2.085933715	-1.211839263	-1.134396269	-2.860834489	-3.136687874	-3.045377359	-2.663185428	-2.234166241	-2.372998758	-2.661011099	-2.51510198	-1.694846278	-0.098517573	-3.581400098	-1.696422931	-2.114962071	-1.543374628	-2.22241741	-2.50871496	-2.643624203
lmo1208	0	0.890182221	-0.233111639	-0.308976505	-0.335618482	-0.846853053	0.112673212	-0.273787351	-0.469247629	-0.432024547	-0.724479093	-0.603762595	-0.58747539	0.789805739	-1.02705521	-0.004409703	-0.750491451	-1.312316467	-0.917323414	0.461820182	-0.406562483	-1.521535768
lmo1209	4.505709761	1.356623081	0.708688442	-0.660799149	-0.234386378	-0.359464306	0.518650528	0.238919664	-0.116986342	-0.805564763	-1.239927306	-1.123776784	-0.928988442	-0.11994727	-4.240179951	0.263136888	-0.772165494	-0.927670228	-0.712226595	1.106259016	-0.069657964	-0.912011844
lmo1210	0	1.461777827	0.582769478	0.010319995	0.042453828	0.043249044	-2.051600293	-0.460299696	0.065457083	0.536126586	0.001960301	-0.087944678	0.08880546	-0.639823931	0.687542571	0.513010046	-5.34038473	-1.802833116	-1.641837267	-2.621110762	-0.191965953	0.519959987
lmo1211	0	0.160313835	1.511597459	0.630804409	0.170590617	1.319066013	-1.912043893	0.960887518	1.40472776	1.85530407	1.534674727	1.679132233	1.630389046	0.375643191	1.7441261	-2.158326881	-2.43874176	-1.215734871	-1.427712462	-3.063736044	1.000867225	1.245092647
lmo1212	0	-2.643257644	-3.160148807	-2.88809037	-1.562960934	-2.702260363	-1.746176969	-2.231595699	-2.443835366	-2.856190836	-2.769141946	-2.559654627	-3.031997327	-0.503555482	-4.240179951	-3.075185645	-2.677528619	-2.833033354	-1.524480316	-1.58381099	-2.562484144	-2.586081711
